,name,EFA,thc_input,cbd_input,type_Indica,type_Sativa
143,Purple Passion,"Relaxed, Sleepy, Euphoric, Happy, Hungry, Dry Mouth, Paranoid, Earthy, Sweet, Stress, Insomnia, Lack of Appetite, Muscle Spasms, Pain",858.4444444444445,13.0,1,0
144,Purple Tonic,"Happy, Uplifted, Energetic, Euphoric, Sleepy, Blueberry, Depression, Stress, Insomnia, Pain",861.6176470588235,16.0,0,0
145,Purple Urkle,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious, Sweet, Grape, Berry, Pain, Insomnia, Stress, Depression, Inflammation",1700.0,16.0,0,0
146,Purple Wreck,"Relaxed, Sleepy, Happy, Uplifted, Dry Mouth, Paranoid, Anxious, Grape, Sweet, Berry, Stress, Pain, Depression, Inflammation",127.0,16.0,0,0
147,Querkle,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious, Sweet, Earthy, Berry, Stress, Pain, Insomnia, Lack of Appetite, Depression",127.0,16.0,0,0
148,Raspberry Kush,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid, Anxious, Berry, Sweet, Stress, Insomnia, Pain, Lack of Appetite, Muscle Spasms",1300.0,16.0,0,0
149,ReCON,"Relaxed, Hungry, Sleepy, Happy, Euphoric, Dry Mouth, Anxious, Paranoid, Sweet, Stress, Insomnia, Nausea, Pain, Lack of Appetite",127.0,16.0,0,0
150,Red Dwarf,"Sleepy, Euphoric, Happy, Relaxed, Talkative, Dry Mouth, Paranoid, Skunk, Earthy, Pain, Stress, Depression, Insomnia, Inflammation",861.6176470588235,16.0,0,0
151,Red Haze,"Relaxed, Energetic, Focused, Hungry, Euphoric, Dry Mouth, Sweet, Earthy, Stress, Depression, Pain, Insomnia",861.6176470588235,16.0,0,0
152,Redwood Kush,"Euphoric, Relaxed, Uplifted, Happy, Focused, Dry Mouth, Paranoid, Pine, Earthy, Insomnia, Pain, Stress, Depression, Muscle Spasms",127.0,16.0,0,0
153,Rocklock,"Relaxed, Uplifted, Happy, Euphoric, Sleepy, Dry Mouth, Paranoid, Earthy, Stress, Depression, Muscle Spasms, Inflammation",861.6176470588235,16.0,0,0
154,Romulan,"Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid, Earthy, Sweet, Stress, Pain, Insomnia, Muscle Spasms",127.0,20.0,0,0
155,Root Beer Kush,"Relaxed, Uplifted, Energetic, Creative, Dry Mouth, Paranoid, Sweet, Vanilla, Stress, Depression, Nausea",861.6176470588235,16.0,0,0
156,Sage N Sour,"Happy, Focused, Relaxed, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious, Earthy, Depression, Stress, Pain",127.0,30.0,0,1
157,Seattle Blue,"Euphoric, Relaxed, Uplifted, Happy, Hungry, Dry Mouth, Anxious, Paranoid, Sweet, Blueberry, Insomnia, Pain, Lack of Appetite, Depression",858.4444444444445,13.0,1,0
158,Sensi Star,"Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid, Earthy, Sweet, Stress, Pain, Depression, Insomnia, Lack of Appetite",127.0,16.0,0,0
159,Shaman,"Uplifted, Focused, Happy, Energetic, Euphoric, Dry Mouth, Paranoid, Sweet, Lemon, Stress, Depression, Pain",861.6176470588235,16.0,0,0
160,Shark Shock,"Relaxed, Euphoric, Focused, Happy, Sleepy, Dry Mouth, Anxious, Earthy, Sweet, Pain, Stress, Inflammation, Depression, Muscle Spasms",861.6176470588235,16.0,0,0
161,Shishkaberry,"Relaxed, Happy, Uplifted, Euphoric, Sleepy, Dry Mouth, Paranoid, Berry, Sweet, Earthy, Stress, Depression, Insomnia, Pain",127.0,13.0,1,0
162,Shiva Skunk,"Sleepy, Relaxed, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid, Skunk, Sweet, Earthy, Pain, Stress, Insomnia, Lack of Appetite",861.6176470588235,16.0,0,0
163,Silver Haze,"Euphoric, Happy, Energetic, Uplifted, Relaxed, Dry Mouth, Paranoid, Anxious, Earthy, Sweet, Stress, Depression, Lack of Appetite, Pain, Insomnia",1900.0,16.0,0,0
164,Silverback Gorilla,"Relaxed, Sleepy, Euphoric, Happy, Tingly, Dry Mouth, Paranoid, Pine, Sweet, Pain, Stress, Insomnia, Depression, Muscle Spasms",858.4444444444445,13.0,1,0
165,Skydog,"Relaxed, Happy, Focused, Sleepy, Uplifted, Dry Mouth, Skunk, Stress, Pain, Inflammation, Depression, Insomnia",858.4444444444445,13.0,1,0
166,Sour Chocolate,"Uplifted, Sleepy, Creative, Happy, Talkative, Dry Mouth, Sweet, Earthy, Insomnia, Stress, Nausea, Pain",924.3125,30.0,0,1
167,Sour Flower,"Happy, Uplifted, Energetic, Creative, Horny, Dry Mouth, Anxious, Sweet, Earthy, Stress, Pain, Nausea",861.6176470588235,16.0,0,0
168,Strawberry Cough,"Happy, Euphoric, Uplifted, Energetic, Relaxed, Dry Mouth, Anxious, Paranoid, Strawberry, Sweet, Berry, Stress, Depression, Pain, Lack of Appetite",1700.0,16.0,0,0
169,Super Cat Piss,"Euphoric, Happy, Uplifted, Energetic, Paranoid, Coffee, Lemon, Depression, Stress, Insomnia, Nausea",924.3125,30.0,0,1
170,Super Green Crack,"Energetic, Uplifted, Happy, Focused, Euphoric, Dry Mouth, Anxious, Earthy, Citrus, Depression, Stress, Lack of Appetite, Pain",127.0,16.0,0,0
171,Super Lemon Haze,"Happy, Uplifted, Euphoric, Energetic, Creative, Dry Mouth, Paranoid, Anxious, Lemon, Citrus, Sweet, Stress, Depression, Pain",1300.0,16.0,0,0
172,Super Silver Haze,"Happy, Uplifted, Euphoric, Energetic, Relaxed, Dry Mouth, Paranoid, Anxious, Citrus, Earthy, Sweet, Stress, Depression, Pain, Lack of Appetite",127.0,30.0,0,1
173,Super Skunk,"Relaxed, Happy, Sleepy, Hungry, Euphoric, Dry Mouth, Paranoid, Anxious, Skunk, Earthy, Sweet, Stress, Pain, Depression, Insomnia, Lack of Appetite",127.0,80.0,0,0
174,Super Sour Diesel,"Euphoric, Uplifted, Energetic, Happy, Creative, Dry Mouth, Anxious, Paranoid, Earthy, Sweet, Stress, Depression, Pain",127.0,16.0,0,0
175,Superman OG,"Relaxed, Sleepy, Happy, Euphoric, Dry Mouth, Anxious, Paranoid, Earthy, Pine, Stress, Pain, Insomnia, Depression",1800.0,16.0,0,0
176,Sweet Tooth,"Relaxed, Happy, Euphoric, Uplifted, Tingly, Dry Mouth, Paranoid, Sweet, Berry, Stress, Pain, Insomnia, Depression, Lack of Appetite",127.0,16.0,0,0
177,Taliban Poison,"Hungry, Horny, Sleepy, Happy, Dry Mouth, Paranoid, Skunk, Pine, Depression, Muscle Spasms, Nausea, Pain",858.4444444444445,13.0,1,0
178,Tangerine Kush,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious, Citrus, Orange, Sweet, Insomnia, Stress, Pain, Depression, Lack of Appetite",127.0,16.0,0,0
179,Thai-Tanic,"Energetic, Uplifted, Happy, Focused, Euphoric, Dry Mouth, Paranoid, Anxious, Sweet, Earthy, Stress, Pain, Insomnia, Nausea",861.6176470588235,16.0,0,0
180,Triple Diesel,"Relaxed, Euphoric, Uplifted, Happy, Creative, Dry Mouth, Anxious, Paranoid, Sweet, Lack of Appetite, Muscle Spasms, Pain",861.6176470588235,16.0,0,0
181,True OG,"Relaxed, Euphoric, Sleepy, Happy, Focused, Dry Mouth, Anxious, Earthy, Pine, Stress, Insomnia, Pain, Depression",2100.0,13.0,1,0
182,Ultimate Trainwreck,"Euphoric, Energetic, Uplifted, Talkative, Horny, Dry Mouth, Paranoid, Sweet, Stress, Pain, Nausea, Depression",924.3125,30.0,0,1
183,Vanilla Kush,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Anxious, Vanilla, Sweet, Stress, Pain, Insomnia, Depression, Lack of Appetite",127.0,13.0,1,0
184,Venice OG,"Happy, Uplifted, Creative, Relaxed, Tingly, Dry Mouth, Paranoid, Pine, Stress, Depression, Pain",861.6176470588235,16.0,0,0
185,Very Berry Haze,"Happy, Focused, Uplifted, Euphoric, Hungry, Dry Mouth, Anxious, Paranoid, Berry, Sweet, Pain, Inflammation, Muscle Spasms",861.6176470588235,16.0,0,0
186,Voodoo,"Relaxed, Sleepy, Hungry, Tingly, Euphoric, Dry Mouth, Paranoid, Anxious, Citrus, Pain, Insomnia, Stress",127.0,16.0,0,0
187,Vortex,"Uplifted, Euphoric, Relaxed, Happy, Energetic, Dry Mouth, Anxious, Mango, Earthy, Lemon, Stress, Depression, Pain",861.6176470588235,16.0,0,0
188,White Berry,"Horny, Euphoric, Happy, Creative, Focused, Paranoid, Anxious, Dry Mouth, Berry, Sweet, Earthy, Insomnia, Stress, Depression, Pain",861.6176470588235,16.0,0,0
189,White Rhino,"Relaxed, Happy, Uplifted, Euphoric, Sleepy, Dry Mouth, Paranoid, Earthy, Sweet, Stress, Pain, Insomnia, Depression, Lack of Appetite",127.0,16.0,0,0
190,Yoda OG,"Relaxed, Sleepy, Euphoric, Hungry, Happy, Anxious, Dry Mouth, Earthy, Stress, Pain, Insomnia, Depression",127.0,16.0,0,0
191,Yumboldt,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid, Citrus, Earthy, Sweet, Insomnia, Pain, Stress, Depression, Muscle Spasms",861.6176470588235,16.0,0,0
192,Alien Dawg,"Relaxed, Euphoric, Happy, Sleepy, Uplifted, Dry Mouth, Anxious, Earthy, Stress, Pain, Insomnia, Nausea",127.0,30.0,1,0
193,Burkle,"Relaxed, Sleepy, Happy, Uplifted, Euphoric, Dry Mouth, Sweet, Berry, Pain, Stress, Lack of Appetite, Depression, Insomnia",127.0,16.0,0,0
194,Americano,"Relaxed, Creative, Focused, Euphoric, Horny, Earthy, Nausea, Pain",861.6176470588235,16.0,0,0
195,Astroboy,"Energetic, Happy, Creative, Focused, Talkative, Paranoid, Anxious, Citrus, Sweet, Depression, Muscle Spasms, Lack of Appetite",924.3125,30.0,0,1
196,Aurora Indica,"Relaxed, Happy, Sleepy, Euphoric, Uplifted, Dry Mouth, Paranoid, Pine, Skunk, Stress, Insomnia, Pain, Muscle Spasms, Inflammation",861.6176470588235,16.0,0,0
197,B-52,"Relaxed, Uplifted, Focused, Euphoric, Creative, Dry Mouth, Paranoid, Anxious, Earthy, Sweet, Stress, Insomnia, Lack of Appetite, Depression",861.6176470588235,16.0,0,0
198,Big Bang,"Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Paranoid, Anxious, Earthy, Pain, Stress, Insomnia, Depression, Lack of Appetite",861.6176470588235,16.0,0,0
199,Big Mac,"Relaxed, Horny, Sleepy, Talkative, Tingly, Anxious, Sweet, Berry, Blueberry, Depression, Stress, Insomnia",861.6176470588235,16.0,0,0
200,Black Ice,"Relaxed, Sleepy, Happy, Hungry, Tingly, Dry Mouth, Anxious, Earthy, Sweet, Pine, Pain, Insomnia, Stress, Depression, Lack of Appetite",861.6176470588235,16.0,0,0
201,Black Mamba,"Happy, Relaxed, Uplifted, Euphoric, Sleepy, Dry Mouth, Anxious, Sweet, Pine, Earthy, Depression, Stress, Insomnia, Pain",127.0,5.0,1,0
202,Black Russian,"Relaxed, Euphoric, Uplifted, Happy, Sleepy, Dry Mouth, Paranoid, Citrus, Earthy, Lemon, Stress, Insomnia, Lack of Appetite, Nausea",127.0,6.0,0,0
203,Blue Dynamite,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Citrus, Lemon, Earthy, Pain, Stress, Insomnia, Depression, Lack of Appetite",861.6176470588235,16.0,0,0
204,Blue God,"Relaxed, Sleepy, Euphoric, Hungry, Happy, Dry Mouth, Paranoid, Berry, Blueberry, Sweet, Pain, Insomnia, Stress, Depression, Lack of Appetite",861.6176470588235,16.0,0,0
205,Blueberry Blast,"Happy, Relaxed, Euphoric, Uplifted, Energetic, Dry Mouth, Paranoid, Blueberry, Berry, Sweet, Depression, Stress, Pain, Lack of Appetite",861.6176470588235,16.0,0,0
206,Brains Damage,"Sleepy, Hungry, Creative, Happy, Euphoric, Dry Mouth, Anxious, Earthy, Sweet, Stress, Insomnia, Lack of Appetite, Depression, Nausea",858.4444444444445,13.0,1,0
207,Thai,"Happy, Relaxed, Uplifted, Euphoric, Energetic, Dry Mouth, Anxious, Earthy, Sweet, Stress, Depression, Pain",924.3125,30.0,0,1
208,California Grapefruit,"Euphoric, Relaxed, Tingly, Uplifted, Happy, Dry Mouth, Paranoid, Citrus, Insomnia, Depression",861.6176470588235,16.0,0,0
209,Cannalope Haze,"Happy, Relaxed, Focused, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious, Sweet, Lime, Depression, Stress, Pain, Nausea",861.6176470588235,16.0,0,0
210,Chocolate Chunk,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Anxious, Earthy, Sweet, Insomnia, Pain, Stress, Depression, Nausea",861.6176470588235,16.0,0,0
211,Colombian Gold,"Euphoric, Happy, Uplifted, Energetic, Relaxed, Dry Mouth, Paranoid, Earthy, Sweet, Depression, Stress, Pain, Lack of Appetite, Inflammation",861.6176470588235,16.0,0,0
212,Crystalberry,"Sleepy, Hungry, Horny, Relaxed, Tingly, Dry Mouth, Sweet, Berry, Blueberry, Insomnia, Pain, Stress, Nausea",861.6176470588235,16.0,0,0
213,Deep Chunk,"Happy, Relaxed, Sleepy, Uplifted, Creative, Dry Mouth, Earthy, Ammonia, Insomnia, Pain, Stress",861.6176470588235,16.0,0,0
214,Destroyer,"Energetic, Uplifted, Euphoric, Happy, Lavender, Ammonia, Sweet, Depression, Stress, Insomnia",861.6176470588235,16.0,0,0
215,Diablo,"Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth, Anxious, Paranoid, Earthy, Stress, Pain, Insomnia, Depression, Inflammation",1700.0,16.0,0,0
216,The Doctor,"Relaxed, Euphoric, Happy, Sleepy, Dry Mouth, Anxious, Earthy, Citrus, Insomnia, Pain, Stress, Inflammation, Depression",861.6176470588235,16.0,0,0
217,Double Purple Doja,"Relaxed, Creative, Sleepy, Happy, Euphoric, Dry Mouth, Anxious, Earthy, Grape, Pain, Stress, Inflammation, Muscle Spasms",861.6176470588235,16.0,0,0
218,Durga Mata,"Relaxed, Uplifted, Creative, Happy, Dry Mouth, Citrus, Lime, Lemon, Stress, Depression, Inflammation, Lack of Appetite",861.6176470588235,16.0,0,0
219,Dutch Dragon,"Euphoric, Creative, Relaxed, Focused, Happy, Anxious, Paranoid, Citrus, Sweet, Depression, Inflammation, Stress, Pain",861.6176470588235,16.0,0,0
220,Early Pearl,"Hungry, Talkative, Relaxed, Happy, Sweet, Ammonia, Nausea",861.6176470588235,16.0,0,0
221,Endless Sky ,"Euphoric, Happy, Relaxed, Sleepy, Hungry, Dry Mouth, Berry, Sweet, Stress, Depression, Lack of Appetite, Pain",861.6176470588235,16.0,0,0
222,Euforia,"Euphoric, Happy, Relaxed, Energetic, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Skunk, Stress, Depression, Pain, Lack of Appetite, Muscle Spasms",861.6176470588235,16.0,0,0
223,Great White Shark,"Relaxed, Happy, Uplifted, Euphoric, Energetic, Dry Mouth, Anxious, Earthy, Citrus, Stress, Pain, Depression",924.3125,30.0,0,1
224,Hash Plant,"Relaxed, Sleepy, Happy, Hungry, Euphoric, Dry Mouth, Paranoid, Earthy, Stress, Pain, Insomnia, Depression",858.4444444444445,13.0,1,0
225,Herijuana,"Relaxed, Sleepy, Happy, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious, Earthy, Pine, Stress, Pain, Insomnia, Depression",861.6176470588235,16.0,0,0
226,Herijuana,"Relaxed, Sleepy, Happy, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious, Earthy, Pine, Stress, Pain, Insomnia, Depression",861.6176470588235,16.0,0,0
227,The HOG,"Sleepy, Euphoric, Relaxed, Happy, Tingly, Dry Mouth, Paranoid, Anxious, Earthy, Sweet, Stress, Depression, Insomnia, Nausea",861.6176470588235,16.0,0,0
228,Jamaican,"Uplifted, Happy, Energetic, Talkative, Tingly, Anxious, Dry Mouth, Paranoid, Earthy, Skunk, Depression, Insomnia, Stress",861.6176470588235,16.0,0,0
229,Kahuna,"Uplifted, Euphoric, Relaxed, Creative, Focused, Dry Mouth, Sweet, Orange, Stress, Pain, Depression, Insomnia",861.6176470588235,16.0,0,0
230,Hawaiian,"Happy, Uplifted, Relaxed, Creative, Talkative, Dry Mouth, Paranoid, Anxious, Sweet, Citrus, Stress, Depression, Pain, Lack of Appetite, Nausea",861.6176470588235,16.0,0,0
231,Kerala Krush,"Energetic, Happy, Hungry, Focused, Relaxed, Mango, Sweet, Orange, Depression, Nausea",861.6176470588235,16.0,0,0
232,Love Potion #1,"Happy, Euphoric, Horny, Focused, Uplifted, Dry Mouth, Anxious, Paranoid, Earthy, Citrus, Lime, Stress, Pain, Depression, Nausea",861.6176470588235,16.0,0,0
233,Mexican Sativa,"Euphoric, Happy, Hungry, Talkative, Uplifted, Dry Mouth, Paranoid, Pine, Stress, Depression, Pain",861.6176470588235,16.0,0,0
234,Mr. Nice,"Relaxed, Happy, Hungry, Sleepy, Dry Mouth, Anxious, Sweet, Earthy, Stress, Pain, Depression, Insomnia",861.6176470588235,16.0,0,0
235,Northern Berry,"Relaxed, Sleepy, Happy, Euphoric, Tingly, Dry Mouth, Paranoid, Berry, Sweet, Earthy, Stress, Pain, Insomnia, Depression, Inflammation",861.6176470588235,16.0,0,0
236,Northern Lights,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious, Paranoid, Earthy, Pine, Sweet, Stress, Pain, Insomnia, Depression, Lack of Appetite",861.6176470588235,16.0,0,0
237,Panama Punch,"Uplifted, Happy, Euphoric, Energetic, Focused, Dry Mouth, Berry, Depression, Stress, Insomnia",924.3125,30.0,0,1
238,Papaya,"Relaxed, Sleepy, Happy, Uplifted, Hungry, Dry Mouth, Paranoid, Anxious, Sweet, Stress, Pain, Insomnia, Inflammation",1500.0,16.0,0,0
239,Incredible Bulk,"Relaxed, Happy, Tingly, Sleepy, Dry Mouth, Paranoid, Anxious, Earthy, Citrus, Stress, Muscle Spasms, Insomnia, Pain, Lack of Appetite",1200.0,13.0,1,0
240,Phantom OG,"Euphoric, Relaxed, Hungry, Happy, Focused, Dry Mouth, Paranoid, Anxious, Earthy, Lemon, Depression, Pain, Insomnia, Lack of Appetite",2100.0,13.0,1,0
241,Mickey Kush,"Happy, Uplifted, Energetic, Euphoric, Talkative, Dry Mouth, Paranoid, Anxious, Earthy, Sweet, Pine, Depression, Stress, Pain, Lack of Appetite",1500.0,30.0,0,1
242,Night Nurse,"Relaxed, Sleepy, Happy, Tingly, Hungry, Dry Mouth, Sweet, Earthy, Pain, Insomnia, Stress, Muscle Spasms",1400.0,16.0,0,0
243,Skywalker,"Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious, Earthy, Sweet, Stress, Pain, Depression, Insomnia",1700.0,16.0,0,0
244,Diamond OG,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Pine, Stress, Pain, Insomnia, Depression, Lack of Appetite",1600.0,16.0,0,0
245,Chronic Thunder,"Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious, Earthy, Insomnia, Pain, Muscle Spasms, Stress, Lack of Appetite",1500.0,13.0,1,0
246,Do-Si-Dos,"Relaxed, Euphoric, Happy, Sleepy, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Sweet, Stress, Pain, Depression, Insomnia, Lack of Appetite",1800.0,13.0,1,0
247,Wet Dream,"Euphoric, Uplifted, Happy, Energetic, Relaxed, Dry Mouth, Anxious, Earthy, Depression, Stress, Lack of Appetite",1200.0,30.0,0,1
248,Firewalker OG,"Relaxed, Uplifted, Energetic, Euphoric, Happy, Dry Mouth, Anxious, Pine, Earthy, Stress, Pain, Depression, Insomnia, Lack of Appetite",1400.0,30.0,0,1
249,9 Pound Hammer,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious, Earthy, Sweet, Berry, Stress, Pain, Insomnia, Depression, Muscle Spasms",1500.0,16.0,0,0
250,Chocolate Fondue,"Relaxed, Uplifted, Happy, Talkative, Euphoric, Dry Mouth, Anxious, Sweet, Earthy, Depression, Stress, Nausea, Lack of Appetite",1100.0,16.0,0,0
251,Blue Diamond,"Euphoric, Relaxed, Happy, Uplifted, Sleepy, Paranoid, Dry Mouth, Anxious, Sweet, Earthy, Stress, Depression, Pain",1800.0,16.0,0,0
252,Fruity Chronic Juice,"Relaxed, Euphoric, Happy, Talkative, Creative, Dry Mouth, Anxious, Citrus, Sweet, Lack of Appetite, Pain, Stress, Depression",1600.0,16.0,0,0
253,Tangie,"Happy, Uplifted, Energetic, Euphoric, Relaxed, Dry Mouth, Anxious, Paranoid, Citrus, Orange, Sweet, Stress, Depression, Pain, Lack of Appetite",1400.0,16.0,0,0
254,Sour Tangie,"Happy, Uplifted, Euphoric, Relaxed, Energetic, Dry Mouth, Anxious, Citrus, Orange, Stress, Depression, Pain, Lack of Appetite",1400.0,16.0,0,0
255,Monster Cookies,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid, Earthy, Grape, Sweet, Stress, Pain, Insomnia, Depression",2100.0,16.0,0,0
256,Candyland,"Happy, Uplifted, Euphoric, Energetic, Relaxed, Dry Mouth, Anxious, Sweet, Earthy, Stress, Depression, Pain",1600.0,30.0,0,1
257,Training Day,"Relaxed, Euphoric, Sleepy, Happy, Hungry, Dry Mouth, Anxious, Earthy, Pine, Insomnia, Pain, Stress, Depression, Muscle Spasms",1700.0,16.0,0,0
258,Deep Sleep,"Relaxed, Sleepy, Euphoric, Happy, Tingly, Dry Mouth, Anxious, Earthy, Sweet, Pine, Pain, Insomnia, Depression, Lack of Appetite, Nausea",1300.0,13.0,1,0
259,Candy Jack,"Happy, Uplifted, Energetic, Euphoric, Creative, Dry Mouth, Anxious, Paranoid, Sweet, Citrus, Pine, Stress, Depression, Lack of Appetite",1300.0,16.0,0,0
260,Granddaddy Purple,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Berry, Grape, Sweet, Stress, Insomnia, Pain, Depression, Lack of Appetite",1900.0,13.0,1,0
261,Kosher Kush,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Pain, Stress, Depression, Insomnia, Lack of Appetite",800.0,16.0,0,0
262,Fruit Punch,"Happy, Uplifted, Euphoric, Energetic, Relaxed, Dry Mouth, Anxious, Paranoid, Sweet, Berry, Depression, Stress, Pain, Nausea",1700.0,16.0,0,0
263,Watermelon,"Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Anxious, Sweet, Berry, Grape, Stress, Insomnia, Pain, Depression, Lack of Appetite",1600.0,13.0,1,0
264,Zombie OG,"Relaxed, Euphoric, Happy, Sleepy, Dry Mouth, Paranoid, Earthy, Sweet, Insomnia, Stress, Pain, Depression, Inflammation",1400.0,16.0,0,0
265,Ace of Spades,"Relaxed, Happy, Uplifted, Euphoric, Sleepy, Dry Mouth, Paranoid, Anxious, Earthy, Berry, Stress, Lack of Appetite, Pain, Depression, Insomnia",800.0,16.0,0,0
266,Paris OG,"Relaxed, Happy, Sleepy, Euphoric, Dry Mouth, Paranoid, Lemon, Earthy, Pine, Stress, Insomnia, Pain, Depression, Lack of Appetite",1900.0,16.0,0,0
267,Pennywise,"Relaxed, Happy, Sleepy, Uplifted, Euphoric, Dry Mouth, Anxious, Paranoid, Earthy, Stress, Pain, Depression, Insomnia, Inflammation",1500.0,16.0,0,0
268,Super Jack,"Energetic, Happy, Uplifted, Focused, Creative, Dry Mouth, Anxious, Paranoid, Sweet, Earthy, Depression, Stress, Lack of Appetite, Pain",1900.0,16.0,0,0
269,Blue Dot,"Uplifted, Energetic, Relaxed, Happy, Focused, Dry Mouth, Paranoid, Anxious, Earthy, Berry, Stress, Pain, Depression, Nausea",1100.0,30.0,0,1
270,Sonoma Coma,"Euphoric, Happy, Uplifted, Relaxed, Energetic, Dry Mouth, Paranoid, Citrus, Depression, Stress, Pain, Lack of Appetite, Nausea",1900.0,16.0,0,0
271,Master OG,"Relaxed, Sleepy, Happy, Focused, Hungry, Dry Mouth, Paranoid, Earthy, Citrus, Pine, Pain, Muscle Spasms, Insomnia, Stress",2200.0,16.0,0,0
272,Legendary Lemon,"Horny, Euphoric, Relaxed, Creative, Sleepy, Dry Mouth, Blueberry, Depression, Inflammation, Insomnia, Nausea, Pain",1800.0,30.0,0,1
273,Bay Dream,"Happy, Euphoric, Hungry, Uplifted, Focused, Dry Mouth, Paranoid, Anxious, Citrus, Depression, Stress, Lack of Appetite, Pain",1800.0,16.0,0,0
274,Blueberry Dream,"Relaxed, Euphoric, Happy, Focused, Creative, Dry Mouth, Blueberry, Berry, Earthy, Stress, Depression, Pain, Insomnia",1500.0,16.0,0,0
275,Bay 11,"Happy, Uplifted, Energetic, Relaxed, Creative, Anxious, Dry Mouth, Sweet, Skunk, Depression, Insomnia, Stress, Pain",1800.0,16.0,0,0
276,Blue Magic,"Euphoric, Energetic, Uplifted, Relaxed, Focused, Dry Mouth, Paranoid, Blueberry, Sweet, Depression, Stress, Muscle Spasms",1900.0,30.0,0,1
277,1024,"Uplifted, Relaxed, Energetic, Creative, Dry Mouth, Anxious, Pine, Stress, Pain, Depression, Inflammation",861.6176470588235,16.0,0,0
278,3D CBD,"Relaxed, Happy, Uplifted, Sleepy, Tingly, Dry Mouth, Earthy, Pain, Stress, Inflammation, Depression",924.3125,30.0,0,1
279,Aceh,"Euphoric, Creative, Talkative, Energetic, Happy, Dry Mouth, Earthy, Mango, Lemon, Depression, Stress, Lack of Appetite, Insomnia, Pain",924.3125,30.0,0,1
280,Afghan Cow,"Uplifted, Focused, Euphoric, Happy, Energetic, Dry Mouth, Sweet, Vanilla, Lack of Appetite, Stress, Depression, Inflammation",861.6176470588235,16.0,0,0
281,African,"Happy, Creative, Euphoric, Energetic, Hungry, Paranoid, Dry Mouth, Anxious, Earthy, Stress, Depression, Pain, Nausea, Lack of Appetite",924.3125,30.0,0,1
282,Alaska,"Relaxed, Uplifted, Euphoric, Happy, Energetic, Dry Mouth, Paranoid, Anxious, Earthy, Pepper, Stress, Depression, Insomnia, Pain, Lack of Appetite",861.6176470588235,16.0,0,0
283,Alaskan Ice,"Euphoric, Happy, Relaxed, Uplifted, Hungry, Dry Mouth, Paranoid, Sweet, Earthy, Depression, Stress, Pain",861.6176470588235,16.0,0,0
284,Alice in Wonderland,"Relaxed, Happy, Uplifted, Focused, Creative, Dry Mouth, Anxious, Pine, Earthy, Sweet, Lack of Appetite, Stress, Depression, Muscle Spasms",861.6176470588235,16.0,0,0
285,Alien Dutchess,"Euphoric, Relaxed, Uplifted, Focused, Happy, Dry Mouth, Sweet, Berry, Lemon, Pain, Stress, Depression, Insomnia, Muscle Spasms",924.3125,30.0,0,1
286,Allen Wrench,"Energetic, Happy, Focused, Uplifted, Creative, Dry Mouth, Anxious, Earthy, Pine, Citrus, Stress, Depression, Pain, Lack of Appetite",861.6176470588235,16.0,0,0
287,Alpha Blue,"Relaxed, Happy, Euphoric, Uplifted, Energetic, Dry Mouth, Anxious, Paranoid, Blueberry, Sweet, Depression, Pain, Stress, Lack of Appetite",861.6176470588235,16.0,0,0
288,Alpha Express,"Uplifted, Energetic, Creative, Focused, Talkative, Dry Mouth, Sweet, Depression, Inflammation",924.3125,30.0,0,1
